,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Res,ContractPush,LoyaltyPush
3653,3653,8106-GWQOK,Male,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,No,[0.065518319606781],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
3654,3654,8751-EDEKA,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.9,2433.5,No,[0.43366095423698425],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3655,3655,6878-GGDWG,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,641.15,No,[0.09046992659568787],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3656,3656,4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,No,[0.020570844411849976],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3657,3657,8450-LUGUK,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,No,[0.004856675863265991],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
3658,3658,3604-WLABM,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583,No,[0.219448059797287],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3659,3659,0795-GMVQO,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,No,[0.14249077439308167],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3660,3660,2259-OUUSZ,Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,No,[0.10772815346717834],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
3661,3661,1142-IHLOO,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,No,[0.23942580819129944],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3662,3662,6410-LEFEN,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,Yes,[0.35012179613113403],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3663,3663,4633-MKHYU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,No,[0.7485380172729492],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3664,3664,6257-RJOHI,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,No,[0.26274141669273376],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3665,3665,1545-JFUML,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,No,[0.05864754319190979],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3666,3666,3194-ORPIK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes,[0.38624855875968933],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
3667,3667,7826-VVKWT,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,No,[0.19064772129058838],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
3668,3668,1353-GHZOS,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,No,[0.09754925966262817],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3669,3669,2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,No,[0.4643758237361908],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3670,3670,5442-BXVND,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,No,[0.07354643940925598],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3671,3671,8816-VXNZD,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,[0.797592043876648],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3672,3672,9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,Yes,[0.14451178908348083],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3673,3673,1723-HKXJQ,Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,Yes,[0.40496206283569336],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3674,3674,7825-GKXMW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,Yes,[0.40348386764526367],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3675,3675,9753-OYLBX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,No,[0.2598720192909241],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3676,3676,2364-UFROM,Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2044.75,No,[0.14416012167930603],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3677,3677,6656-JWRQX,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,No,[0.34981274604797363],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3678,3678,6473-ULUHT,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,No,[0.3121747076511383],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3679,3679,1240-KNSEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,Yes,[0.2766430974006653],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3680,3680,0836-SEYLU,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,Yes,[0.36087489128112793],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3681,3681,4433-JCGCG,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,Yes,[0.5874029397964478],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3682,3682,3716-BDVDB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,[0.6768432855606079],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3683,3683,7688-AWMDX,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,No,[0.006026536226272583],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3684,3684,2842-BCQGE,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,No,[0.2766458988189697],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3685,3685,7244-QWYHG,Male,0,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,No,[0.07125699520111084],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3686,3686,5899-MQZZL,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,Yes,[0.6247470378875732],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3687,3687,6849-OYAMU,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,Yes,[0.357674241065979],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
3688,3688,5312-UXESG,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,No,[0.4841364622116089],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3689,3689,9488-HGMJH,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,[0.7320559620857239],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3690,3690,6038-GCYEC,Female,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,Yes,[0.3841724991798401],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3691,3691,2150-WLKUW,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,2635,No,[0.06311210989952087],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3692,3692,7159-FVYPK,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235,No,[0.38746485114097595],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3693,3693,7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,No,[0.04287710785865784],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3694,3694,1150-WFARN,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,Yes,[0.037856459617614746],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3695,3695,6088-BXMRG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,No,[0.48926347494125366],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3696,3696,3144-AUDBS,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,Yes,[0.3572099208831787],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3697,3697,4821-SJHJV,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,No,[0.4607973098754883],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3698,3698,7346-MEDWM,Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,No,[0.2590179145336151],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
3699,3699,1137-DGOWI,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,2198.9,No,[0.07363948225975037],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3700,3700,5616-PRTNT,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,Yes,[0.13929900527000427],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3701,3701,3812-LRZIR,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,No,[0.0054399967193603516],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
3702,3702,4818-QIUFN,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,Yes,[0.5913662314414978],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3703,3703,9483-GCPWE,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,No,[0.025698155164718628],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
3704,3704,4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163,No,[0.014256417751312256],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3705,3705,9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,No,[0.005946546792984009],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3706,3706,4993-JCRGJ,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,No,[0.25932663679122925],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3707,3707,9537-JALFH,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,No,[0.001307457685470581],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3708,3708,6698-OXETB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,No,[0.009681254625320435],"Low Risk, offer discount","Short Term customer ,Offer 100 Loyalty Points"
3709,3709,2103-ZRXFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,No,[0.37702760100364685],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3710,3710,3724-BSCVH,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,No,[0.016170352697372437],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
3711,3711,4877-TSOFF,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,No,[0.06570297479629517],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3712,3712,9209-NWPGU,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,No,[0.10065782070159912],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3713,3713,6961-VCPMC,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,Yes,[0.3956223130226135],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3714,3714,7306-YDSOI,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,No,[0.004871636629104614],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3715,3715,5288-AHOUP,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,No,[0.6451065540313721],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3716,3716,6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,Yes,[0.7797625064849854],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3717,3717,0655-YDGFJ,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,No,[0.15804153680801392],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3718,3718,8468-EHYJA,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,No,[0.29291337728500366],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
3719,3719,6823-SIDFQ,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,No,[0.01768609881401062],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3720,3720,1097-FSPVW,Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,No,[0.07292944192886353],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3721,3721,2839-RFSQE,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,Yes,[0.2517468333244324],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3722,3722,8328-SKJNO,Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,No,[0.06684762239456177],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3723,3723,7010-ZMVBF,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357,No,[0.11876976490020752],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3724,3724,5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,No,[0.008276611566543579],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3725,3725,0968-GSIKN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,Yes,[0.6545725464820862],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3726,3726,1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,Yes,[0.4552064836025238],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3727,3727,9057-SIHCH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,Yes,[0.8402251601219177],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3728,3728,6352-GIGGQ,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,No,[0.06282055377960205],"Medium Risk, suggest Biannual Plan","Long Term customer ,Offer 800 Loyalty Points"
3729,3729,3635-QQRQD,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,1201.65,No,[0.0028149783611297607],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3730,3730,6771-XWBDM,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,Yes,[0.422571063041687],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
3731,3731,2897-DOVND,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,No,[0.6668422222137451],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3732,3732,3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,No,[0.016318827867507935],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
3733,3733,0191-EQUUH,Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,No,[0.015271753072738647],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
3734,3734,7134-HBPBS,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,No,[0.05671131610870361],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3735,3735,3489-HHPFY,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,No,[0.8271749019622803],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3736,3736,2926-JEJJC,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,No,[0.05040225386619568],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
3737,3737,8601-QACRS,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,Yes,[0.3872598707675934],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3738,3738,4950-BDEUX,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,No,[0.3390387296676636],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3739,3739,5789-LDFXO,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,No,[0.04506504535675049],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3740,3740,0508-OOLTO,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,No,[0.6742717027664185],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3741,3741,2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,No,[0.011822223663330078],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3742,3742,9822-WMWVG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4,No,[0.3124445974826813],"High Risk,suggest Annual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3743,3743,2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,Yes,[0.32764890789985657],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3744,3744,9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,No,[0.1874452531337738],"Medium Risk, suggest Biannual Plan","Medium Term customer ,Offer 500 Loyalty Points"
3745,3745,2645-QTLMB,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669,Yes,[0.6481730341911316],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3746,3746,4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,Yes,[0.7306318283081055],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3747,3747,1548-ARAGG,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,No,[0.31082403659820557],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3748,3748,6339-RZCBJ,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,No,[0.017405450344085693],"Low Risk, offer discount","Medium Term customer ,Offer 500 Loyalty Points"
3749,3749,4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes,[0.9019619226455688],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3750,3750,4415-WNGVR,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,No,[0.17911389470100403],"Medium Risk, suggest Biannual Plan","Short Term customer ,Offer 100 Loyalty Points"
3751,3751,2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,No,[0.26346224546432495],"High Risk,suggest Annual Plan","Long Term customer ,Offer 800 Loyalty Points"
3752,3752,0412-UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,No,[0.017171621322631836],"Low Risk, offer discount","Long Term customer ,Offer 800 Loyalty Points"
3753,3753,1816-FLZDK,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,No,[0.356799840927124],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
3754,3754,7096-UCLNH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,[0.2454819679260254],"High Risk,suggest Annual Plan","Short Term customer ,Offer 100 Loyalty Points"
